code|name|text
AP114|Yangko|Yangko contains nutrients such as 0.4 g zat abu, 37.4 g zat air, 2.6 mg zat besi, 0 mcg zat beta-karoten, 254 zat energi, 24 mg zat fosfor, 0 mg zat kalium, 184 mg zat kalsium, 58.1 g zat karbohidrat, 96 mcg zat karoten total, 1.1 g zat lemak, 0 mg zat natrium, 0.0 mg zat niasin, 3.0 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.8 g zat serat, 0 mg zat tembaga, 0.15 mg zat thiamin dan 0 mg zat vitamin c. 
AR001|Rice milled raw|Rice milled raw contains nutrients such as 0.8 g zat abu, 0 g zat air, 1.8 mg zat besi, 0 mcg zat beta-karoten, 357 zat energi, 81 mg zat fosfor, 71.0 mg zat kalium, 147 mg zat kalsium, 77.1 g zat karbohidrat, 0 mcg zat karoten total, 1.7 g zat lemak, 27 mg zat natrium, 2.6 mg zat niasin, 8.4 g zat protein, 0 mcg zat retinol, 0.08 mg zat riboflavin, 0.5 mg zat seng, 0.2 g zat serat, 0.10 mg zat tembaga, 0.20 mg zat thiamin dan 0 mg zat vitamin c. 
AR002|Rice milled variant pelita raw|Rice milled variant pelita raw contains nutrients such as 0.6 g zat abu, 0 g zat air, 1.4 mg zat besi, 0 mcg zat beta-karoten, 369 zat energi, 171 mg zat fosfor, 0.0 mg zat kalium, 68 mg zat kalsium, 77.1 g zat karbohidrat, 0 mcg zat karoten total, 1.4 g zat lemak, 34 mg zat natrium, 0.0 mg zat niasin, 9.5 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.0 mg zat seng, 0.4 g zat serat, 0.00 mg zat tembaga, 0.26 mg zat thiamin dan 0 mg zat vitamin c. 
AR003|Rice milled variant rojolele raw|Rice milled variant rojolele raw contains nutrients such as 0.8 g zat abu, 12.0 g zat air, 1.8 mg zat besi, 0 mcg zat beta-karoten, 357 zat energi, 81 mg zat fosfor, 112.9 mg zat kalium, 147 mg zat kalsium, 77.1 g zat karbohidrat, 80 mcg zat karoten total, 1.7 g zat lemak, 34 mg zat natrium, 1.5 mg zat niasin, 8.4 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0.1 mg zat seng, 0.2 g zat serat, 0.14 mg zat tembaga, 0.20 mg zat thiamin dan 0 mg zat vitamin c. 
AR004|Rice black raw|Rice black raw contains nutrients such as 0.9 g zat abu, 12.9 g zat air, 0.1 mg zat besi, 0 mcg zat beta-karoten, 351 zat energi, 198 mg zat fosfor, 105.0 mg zat kalium, 6 mg zat kalsium, 76.9 g zat karbohidrat, 0 mcg zat karoten total, 1.3 g zat lemak, 15 mg zat natrium, 0.0 mg zat niasin, 8.0 g zat protein, 0 mcg zat retinol, 0.06 mg zat riboflavin, 1.6 mg zat seng, 20.1 g zat serat, 0.10 mg zat tembaga, 0.21 mg zat thiamin dan 0 mg zat vitamin c. 
AR005|Corn rice yellow dried raw|Corn rice yellow dried raw contains nutrients such as 0.9 g zat abu, 10.8 g zat air, 1.4 mg zat besi, 641 mcg zat beta-karoten, 358 zat energi, 90 mg zat fosfor, 80.0 mg zat kalium, 20 mg zat kalsium, 82.7 g zat karbohidrat, 0 mcg zat karoten total, 0.1 g zat lemak, 1 mg zat natrium, 1.0 mg zat niasin, 5.5 g zat protein, 0 mcg zat retinol, 0.08 mg zat riboflavin, 4.1 mg zat seng, 10.0 g zat serat, 0.10 mg zat tembaga, 0.12 mg zat thiamin dan 3 mg zat vitamin c. 
AR006|Corn rice white dried raw|Corn rice white dried raw contains nutrients such as 0.8 g zat abu, 22.5 g zat air, 1.2 mg zat besi, 301 mcg zat beta-karoten, 307 zat energi, 78 mg zat fosfor, 70.0 mg zat kalium, 17 mg zat kalsium, 71.8 g zat karbohidrat, 0 mcg zat karoten total, 0.1 g zat lemak, 1 mg zat natrium, 0.9 mg zat niasin, 4.8 g zat protein, 0 mcg zat retinol, 0.07 mg zat riboflavin, 3.5 mg zat seng, 10.0 g zat serat, 0.10 mg zat tembaga, 0.15 mg zat thiamin dan 0 mg zat vitamin c. 
AR007|Glutinous rice black mashed raw|Glutinous rice black mashed raw contains nutrients such as 1.5 g zat abu, 13.7 g zat air, 6.2 mg zat besi, 0 mcg zat beta-karoten, 360 zat energi, 347 mg zat fosfor, 288.0 mg zat kalium, 10 mg zat kalsium, 74.5 g zat karbohidrat, 0 mcg zat karoten total, 2.3 g zat lemak, 11 mg zat natrium, 2.0 mg zat niasin, 8.0 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 2.2 mg zat seng, 1.0 g zat serat, 0.28 mg zat tembaga, 0.24 mg zat thiamin dan 0 mg zat vitamin c. 
AR008|Glutinous rice white mashed raw|Glutinous rice white mashed raw contains nutrients such as 0.5 g zat abu, 12.9 g zat air, 3.4 mg zat besi, 0 mcg zat beta-karoten, 361 zat energi, 157 mg zat fosfor, 282.0 mg zat kalium, 13 mg zat kalsium, 78.4 g zat karbohidrat, 0 mcg zat karoten total, 0.8 g zat lemak, 3 mg zat natrium, 1.4 mg zat niasin, 7.4 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 2.2 mg zat seng, 0.4 g zat serat, 0.28 mg zat tembaga, 0.28 mg zat thiamin dan 0 mg zat vitamin c. 
AR009|Field rice raw|Field rice raw contains nutrients such as 0.9 g zat abu, 9.8 g zat air, 0.8 mg zat besi, 0 mcg zat beta-karoten, 376 zat energi, 110 mg zat fosfor, 70.0 mg zat kalium, 20 mg zat kalsium, 78.0 g zat karbohidrat, 0 mcg zat karoten total, 3.8 g zat lemak, 10 mg zat natrium, 5.1 mg zat niasin, 7.5 g zat protein, 0 mcg zat retinol, 0.20 mg zat riboflavin, 1.4 mg zat seng, 5.9 g zat serat, 0.10 mg zat tembaga, 0.20 mg zat thiamin dan 0 mg zat vitamin c. 
AR010|Small broken rice raw|Small broken rice raw contains nutrients such as 0.2 g zat abu, 12.0 g zat air, 3.7 mg zat besi, 0 mcg zat beta-karoten, 362 zat energi, 272 mg zat fosfor, 201.0 mg zat kalium, 22 mg zat kalsium, 73.0 g zat karbohidrat, 0 mcg zat karoten total, 4.4 g zat lemak, 90 mg zat natrium, 1.9 mg zat niasin, 7.7 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.5 mg zat seng, 0.2 g zat serat, 0.10 mg zat tembaga, 0.55 mg zat thiamin dan 0 mg zat vitamin c. 
AR011|Rice parboiled|Rice parboiled contains nutrients such as 2.5 g zat abu, 10.0 g zat air, 0.8 mg zat besi, 0 mcg zat beta-karoten, 353 zat energi, 142 mg zat fosfor, 46.0 mg zat kalium, 5 mg zat kalsium, 80.0 g zat karbohidrat, 0 mcg zat karoten total, 0.6 g zat lemak, 2 mg zat natrium, 3.4 mg zat niasin, 6.8 g zat protein, 0 mcg zat retinol, 0.11 mg zat riboflavin, 1.0 mg zat seng, 0.5 g zat serat, 0.28 mg zat tembaga, 0.22 mg zat thiamin dan 0 mg zat vitamin c. 
AR012|Rice mashed raw|Rice mashed raw contains nutrients such as 0.4 g zat abu, 11.5 g zat air, 0.6 mg zat besi, 0 mcg zat beta-karoten, 354 zat energi, 112 mg zat fosfor, 85.0 mg zat kalium, 3 mg zat kalsium, 79.9 g zat karbohidrat, 0 mcg zat karoten total, 0.4 g zat lemak, 5 mg zat natrium, 5.1 mg zat niasin, 7.8 g zat protein, 0 mcg zat retinol, 0.22 mg zat riboflavin, 1.5 mg zat seng, 3.8 g zat serat, 0.50 mg zat tembaga, 0.25 mg zat thiamin dan 0 mg zat vitamin c. 
AR013|Rice red mashed raw|Rice red mashed raw contains nutrients such as 1.0 g zat abu, 14.6 g zat air, 4.2 mg zat besi, 0 mcg zat beta-karoten, 352 zat energi, 257 mg zat fosfor, 202.0 mg zat kalium, 15 mg zat kalsium, 76.2 g zat karbohidrat, 0 mcg zat karoten total, 0.9 g zat lemak, 10 mg zat natrium, 3.3 mg zat niasin, 7.3 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 1.9 mg zat seng, 0.8 g zat serat, 0.36 mg zat tembaga, 0.34 mg zat thiamin dan 0 mg zat vitamin c. 
AR014|Sorghum raw|Sorghum raw contains nutrients such as 1.7 g zat abu, 11.0 g zat air, 4.4 mg zat besi, 0 mcg zat beta-karoten, 366 zat energi, 287 mg zat fosfor, 249.0 mg zat kalium, 28 mg zat kalsium, 73.0 g zat karbohidrat, 0 mcg zat karoten total, 3.3 g zat lemak, 7 mg zat natrium, 2.8 mg zat niasin, 11.0 g zat protein, 0 mcg zat retinol, 0.14 mg zat riboflavin, 0 mg zat seng, 1.2 g zat serat, 0 mg zat tembaga, 0.09 mg zat thiamin dan 0 mg zat vitamin c. 
AR015|Baby corn yellow raw|Baby corn yellow raw contains nutrients such as 0.9 g zat abu, 61.8 g zat air, 1.1 mg zat besi, 113 mcg zat beta-karoten, 147 zat energi, 122 mg zat fosfor, 33.6 mg zat kalium, 6 mg zat kalsium, 31.5 g zat karbohidrat, 261 mcg zat karoten total, 0.7 g zat lemak, 5 mg zat natrium, 0.8 mg zat niasin, 5.1 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 0.9 mg zat seng, 1.3 g zat serat, 0.13 mg zat tembaga, 0.24 mg zat thiamin dan 9 mg zat vitamin c. 
AR016|Corn yellow shelled dried raw|Corn yellow shelled dried raw contains nutrients such as 2.4 g zat abu, 11.5 g zat air, 2.3 mg zat besi, 636 mcg zat beta-karoten, 366 zat energi, 538 mg zat fosfor, 79.4 mg zat kalium, 30 mg zat kalsium, 69.1 g zat karbohidrat, 641 mcg zat karoten total, 7.3 g zat lemak, 5 mg zat natrium, 1.8 mg zat niasin, 9.8 g zat protein, 0 mcg zat retinol, 0.12 mg zat riboflavin, 4.1 mg zat seng, 2.2 g zat serat, 0.10 mg zat tembaga, 0.12 mg zat thiamin dan 3 mg zat vitamin c. 
AR017|Corn shelled variant harapan dried|Corn shelled variant harapan dried contains nutrients such as 1.2 g zat abu, 11.3 g zat air, 2.8 mg zat besi, 637 mcg zat beta-karoten, 367 zat energi, 354 mg zat fosfor, 79.6 mg zat kalium, 7 mg zat kalsium, 76.2 g zat karbohidrat, 385 mcg zat karoten total, 5.1 g zat lemak, 1 mg zat natrium, 1.0 mg zat niasin, 6.2 g zat protein, 0 mcg zat retinol, 0.08 mg zat riboflavin, 4.1 mg zat seng, 2.6 g zat serat, 0.10 mg zat tembaga, 0.19 mg zat thiamin dan 0 mg zat vitamin c. 
AR018|Corn shelled variant metro dried|Corn shelled variant metro dried contains nutrients such as 1.3 g zat abu, 10.6 g zat air, 2.4 mg zat besi, 642 mcg zat beta-karoten, 368 zat energi, 300 mg zat fosfor, 80.2 mg zat kalium, 7 mg zat kalsium, 78.0 g zat karbohidrat, 554 mcg zat karoten total, 4.6 g zat lemak, 1 mg zat natrium, 1.0 mg zat niasin, 5.5 g zat protein, 0 mcg zat retinol, 0.08 mg zat riboflavin, 4.1 mg zat seng, 2.9 g zat serat, 0.10 mg zat tembaga, 0.16 mg zat thiamin dan 0 mg zat vitamin c. 
AR019|Barley raw|Barley raw contains nutrients such as 1.0 g zat abu, 23.0 g zat air, 11.0 mg zat besi, 0 mcg zat beta-karoten, 324 zat energi, 176 mg zat fosfor, 0 mg zat kalium, 213 mg zat kalsium, 61.0 g zat karbohidrat, 0 mcg zat karoten total, 4.0 g zat lemak, 24 mg zat natrium, 1.8 mg zat niasin, 11.0 g zat protein, 0 mcg zat retinol, 0.08 mg zat riboflavin, 0.4 mg zat seng, 3.1 g zat serat, 0.10 mg zat tembaga, 0.14 mg zat thiamin dan 0 mg zat vitamin c. 
AR020|Millet raw|Millet raw contains nutrients such as 1.5 g zat abu, 11.9 g zat air, 5.3 mg zat besi, 33 mcg zat beta-karoten, 364 zat energi, 311 mg zat fosfor, 255.1 mg zat kalium, 28 mg zat kalsium, 73.4 g zat karbohidrat, 0 mcg zat karoten total, 3.5 g zat lemak, 7 mg zat natrium, 4.5 mg zat niasin, 9.7 g zat protein, 0 mcg zat retinol, 0.28 mg zat riboflavin, 1.5 mg zat seng, 8.2 g zat serat, 0.45 mg zat tembaga, 0.33 mg zat thiamin dan 0 mg zat vitamin c. 
AR021|Jampang huma raw|Jampang huma raw contains nutrients such as 2.5 g zat abu, 11.7 g zat air, 5.3 mg zat besi, 33 mcg zat beta-karoten, 350 zat energi, 254 mg zat fosfor, 396.7 mg zat kalium, 329 mg zat kalsium, 78.2 g zat karbohidrat, 0 mcg zat karoten total, 1.4 g zat lemak, 53 mg zat natrium, 0.7 mg zat niasin, 6.2 g zat protein, 0 mcg zat retinol, 0.30 mg zat riboflavin, 1.6 mg zat seng, 1.7 g zat serat, 0.70 mg zat tembaga, 0.51 mg zat thiamin dan 0 mg zat vitamin c. 
BP001|Batatas coconut tubers grilled|Batatas coconut tubers grilled contains nutrients such as 0.7 g zat abu, 73.2 g zat air, 0.2 mg zat besi, 0 mcg zat beta-karoten, 110 zat energi, 46 mg zat fosfor, 230.0 mg zat kalium, 1 mg zat kalsium, 23.4 g zat karbohidrat, 0 mcg zat karoten total, 1.1 g zat lemak, 12 mg zat natrium, 0.0 mg zat niasin, 1.4 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.3 mg zat seng, 4.5 g zat serat, 0.20 mg zat tembaga, 1.13 mg zat thiamin dan 0 mg zat vitamin c. 
BP002|Batatas coconut tubers steamed|Batatas coconut tubers steamed contains nutrients such as 1.8 g zat abu, 75.7 g zat air, 0.2 mg zat besi, 0 mcg zat beta-karoten, 92 zat energi, 42 mg zat fosfor, 209.0 mg zat kalium, 0 mg zat kalsium, 21.0 g zat karbohidrat, 0 mcg zat karoten total, 0.3 g zat lemak, 10 mg zat natrium, 0.7 mg zat niasin, 1.2 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.3 mg zat seng, 4.1 g zat serat, 0.20 mg zat tembaga, 0.28 mg zat thiamin dan 0 mg zat vitamin c. 
BP003|Batatas tali tubers boiled|Batatas tali tubers boiled contains nutrients such as 1.8 g zat abu, 53.2 g zat air, 0.3 mg zat besi, 0 mcg zat beta-karoten, 182 zat energi, 80 mg zat fosfor, 402.0 mg zat kalium, 1 mg zat kalsium, 42.2 g zat karbohidrat, 0 mcg zat karoten total, 0.4 g zat lemak, 20 mg zat natrium, 1.3 mg zat niasin, 2.4 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.6 mg zat seng, 9.2 g zat serat, 0.30 mg zat tembaga, 0.27 mg zat thiamin dan 0 mg zat vitamin c. 
BP004|Belitung taro steamed|Belitung taro steamed contains nutrients such as 1.1 g zat abu, 63.1 g zat air, 0.9 mg zat besi, 0 mcg zat beta-karoten, 145 zat energi, 48 mg zat fosfor, 552.6 mg zat kalium, 21 mg zat kalsium, 34.2 g zat karbohidrat, 0 mcg zat karoten total, 0.4 g zat lemak, 7 mg zat natrium, 2.3 mg zat niasin, 1.2 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 0.9 mg zat seng, 1.0 g zat serat, 0.20 mg zat tembaga, 0.08 mg zat thiamin dan 1 mg zat vitamin c. 
BP005|Bentul taro steamed|Bentul taro steamed contains nutrients such as 0.9 g zat abu, 81.1 g zat air, 0.6 mg zat besi, 0 mcg zat beta-karoten, 71 zat energi, 26 mg zat fosfor, 201.0 mg zat kalium, 29 mg zat kalsium, 15.4 g zat karbohidrat, 0 mcg zat karoten total, 0.3 g zat lemak, 0 mg zat natrium, 0.0 mg zat niasin, 2.3 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.6 mg zat seng, 0.5 g zat serat, 0.20 mg zat tembaga, 0.06 mg zat thiamin dan 21 mg zat vitamin c. 
BP006|Gadung yam steamed|Gadung yam steamed contains nutrients such as 0.8 g zat abu, 77.4 g zat air, 0.4 mg zat besi, 0 mcg zat beta-karoten, 88 zat energi, 47 mg zat fosfor, 584.0 mg zat kalium, 26 mg zat kalsium, 20.9 g zat karbohidrat, 0 mcg zat karoten total, 0.3 g zat lemak, 6 mg zat natrium, 0.4 mg zat niasin, 0.6 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.2 mg zat seng, 0.9 g zat serat, 0.20 mg zat tembaga, 0.03 mg zat thiamin dan 0 mg zat vitamin c. 
BP007|Ganyong boiled|Ganyong boiled contains nutrients such as 1.1 g zat abu, 74.1 g zat air, 0.9 mg zat besi, 0 mcg zat beta-karoten, 100 zat energi, 65 mg zat fosfor, 0 mg zat kalium, 15 mg zat kalsium, 23.8 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 0.8 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.9 g zat serat, 0 mg zat tembaga, 0.04 mg zat thiamin dan 6 mg zat vitamin c. 
BP008|Cassava steamed|Cassava steamed contains nutrients such as 0.6 g zat abu, 61.5 g zat air, 0.4 mg zat besi, 0 mcg zat beta-karoten, 153 zat energi, 22 mg zat fosfor, 345.3 mg zat kalium, 56 mg zat kalsium, 36.4 g zat karbohidrat, 0 mcg zat karoten total, 0.3 g zat lemak, 2 mg zat natrium, 0.3 mg zat niasin, 1.2 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.1 mg zat seng, 1.3 g zat serat, 0.30 mg zat tembaga, 0.00 mg zat thiamin dan 20 mg zat vitamin c. 
BP009|Elephant foot yam steamed|Elephant foot yam steamed contains nutrients such as 1.0 g zat abu, 75.5 g zat air, 0.8 mg zat besi, 0 mcg zat beta-karoten, 93 zat energi, 58 mg zat fosfor, 350.3 mg zat kalium, 50 mg zat kalsium, 21.9 g zat karbohidrat, 283 mcg zat karoten total, 0.1 g zat lemak, 6 mg zat natrium, 0.3 mg zat niasin, 1.5 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.1 mg zat seng, 0.9 g zat serat, 0.10 mg zat tembaga, 0.09 mg zat thiamin dan 0 mg zat vitamin c. 
BP010|Taro steamed|Taro steamed contains nutrients such as 0.8 g zat abu, 69.2 g zat air, 0.7 mg zat besi, 0 mcg zat beta-karoten, 120 zat energi, 63 mg zat fosfor, 498.0 mg zat kalium, 31 mg zat kalsium, 28.2 g zat karbohidrat, 0 mcg zat karoten total, 0.3 g zat lemak, 11 mg zat natrium, 0.8 mg zat niasin, 1.5 g zat protein, 0 mcg zat retinol, 0.60 mg zat riboflavin, 0.6 mg zat seng, 0.7 g zat serat, 0.20 mg zat tembaga, 0.05 mg zat thiamin dan 2 mg zat vitamin c. 
BP011|Sweet potato yellow steamed|Sweet potato yellow steamed contains nutrients such as 1.0 g zat abu, 74.2 g zat air, 0.4 mg zat besi, 819 mcg zat beta-karoten, 100 zat energi, 46 mg zat fosfor, 0.8 mg zat kalium, 44 mg zat kalsium, 23.8 g zat karbohidrat, 4427 mcg zat karoten total, 0.3 g zat lemak, 3 mg zat natrium, 0.6 mg zat niasin, 0.7 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 0.2 mg zat seng, 1.0 g zat serat, 0.10 mg zat tembaga, 0.00 mg zat thiamin dan 16 mg zat vitamin c. 
BP012|Chinese yam steamed|Chinese yam steamed contains nutrients such as 0.6 g zat abu, 58.5 g zat air, 0.8 mg zat besi, 0 mcg zat beta-karoten, 165 zat energi, 23 mg zat fosfor, 0.9 mg zat kalium, 20 mg zat kalsium, 39.8 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 1 mg zat natrium, 0.5 mg zat niasin, 0.9 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 0.2 mg zat seng, 1.1 g zat serat, 0.10 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
BP013|Bagea coconut savory|Bagea coconut savory contains nutrients such as 1.3 g zat abu, 3.5 g zat air, 0.3 mg zat besi, 0 mcg zat beta-karoten, 450 zat energi, 38 mg zat fosfor, 0.0 mg zat kalium, 38 mg zat kalsium, 78.1 g zat karbohidrat, 0 mcg zat karoten total, 13.9 g zat lemak, 74 mg zat natrium, 0.0 mg zat niasin, 3.2 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.2 mg zat seng, 0 g zat serat, 0.20 mg zat tembaga, 0.30 mg zat thiamin dan 0 mg zat vitamin c. 
BP014|Bagea coconut sweet|Bagea coconut sweet contains nutrients such as 1.3 g zat abu, 3.0 g zat air, 0.3 mg zat besi, 0 mcg zat beta-karoten, 452 zat energi, 39 mg zat fosfor, 0.0 mg zat kalium, 38 mg zat kalsium, 80.6 g zat karbohidrat, 0 mcg zat karoten total, 13.8 g zat lemak, 75 mg zat natrium, 0.0 mg zat niasin, 1.3 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.2 mg zat seng, 0 g zat serat, 0.20 mg zat tembaga, 0.00 mg zat thiamin dan 0 mg zat vitamin c. 
BP015|Bagea pili nut savory|Bagea pili nut savory contains nutrients such as 1.3 g zat abu, 2.8 g zat air, 0.4 mg zat besi, 0 mcg zat beta-karoten, 529 zat energi, 40 mg zat fosfor, 0.0 mg zat kalium, 38 mg zat kalsium, 63.6 g zat karbohidrat, 0 mcg zat karoten total, 29.1 g zat lemak, 74 mg zat natrium, 0.0 mg zat niasin, 3.2 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.2 mg zat seng, 0 g zat serat, 0.20 mg zat tembaga, 0.30 mg zat thiamin dan 0 mg zat vitamin c. 
BP016|Bagea pili nut sweet|Bagea pili nut sweet contains nutrients such as 1.3 g zat abu, 3.1 g zat air, 0.3 mg zat besi, 0 mcg zat beta-karoten, 523 zat energi, 39 mg zat fosfor, 0.0 mg zat kalium, 38 mg zat kalsium, 64.2 g zat karbohidrat, 0 mcg zat karoten total, 28.2 g zat lemak, 74 mg zat natrium, 0.0 mg zat niasin, 3.2 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.2 mg zat seng, 0 g zat serat, 0.20 mg zat tembaga, 0.30 mg zat thiamin dan 0 mg zat vitamin c. 
BP017|Bagea quality 1|Bagea quality 1 contains nutrients such as 0.6 g zat abu, 7.2 g zat air, 4.9 mg zat besi, 0 mcg zat beta-karoten, 416 zat energi, 77 mg zat fosfor, 0 mg zat kalium, 49 mg zat kalsium, 76.3 g zat karbohidrat, 312 mcg zat karoten total, 9.4 g zat lemak, 0 mg zat natrium, 2.6 mg zat niasin, 6.5 g zat protein, 13 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.4 g zat serat, 0 mg zat tembaga, 0.08 mg zat thiamin dan 0 mg zat vitamin c. 
BP018|Bagea quality 2|Bagea quality 2 contains nutrients such as 1.1 g zat abu, 7.9 g zat air, 7.6 mg zat besi, 0 mcg zat beta-karoten, 382 zat energi, 120 mg zat fosfor, 0 mg zat kalium, 172 mg zat kalsium, 87.2 g zat karbohidrat, 0 mcg zat karoten total, 3.5 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 0.3 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.9 g zat serat, 0 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
BP019|"Rice ""Cerdas"""|"Rice ""Cerdas"" contains nutrients such as 2.6 g zat abu, 11.3 g zat air, 2.9 mg zat besi, 0 mcg zat beta-karoten, 350 zat energi, 351 mg zat fosfor, 568.0 mg zat kalium, 28 mg zat kalsium, 82.3 g zat karbohidrat, 0 mcg zat karoten total, 1.1 g zat lemak, 358 mg zat natrium, 0.3 mg zat niasin, 2.7 g zat protein, 0 mcg zat retinol, 0.20 mg zat riboflavin, 0.9 mg zat seng, 6.2 g zat serat, 0.20 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. "
BP020|Rice ganyong|Rice ganyong contains nutrients such as 0.5 g zat abu, 9.3 g zat air, 5.0 mg zat besi, 1 mcg zat beta-karoten, 364 zat energi, 47 mg zat fosfor, 72.2 mg zat kalium, 4 mg zat kalsium, 86.3 g zat karbohidrat, 0 mcg zat karoten total, 0.7 g zat lemak, 4 mg zat natrium, 0.3 mg zat niasin, 3.4 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0.6 mg zat seng, 4.7 g zat serat, 0.20 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
BP021|Rice siger|Rice siger contains nutrients such as 0.7 g zat abu, 13.5 g zat air, 5.6 mg zat besi, 0 mcg zat beta-karoten, 344 zat energi, 22 mg zat fosfor, 77.9 mg zat kalium, 32 mg zat kalsium, 28.3 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 106 mg zat natrium, 0.2 mg zat niasin, 1.1 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 0.5 mg zat seng, 5.6 g zat serat, 0.10 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
BP022|Jackfruit/snakefruit seeds|Jackfruit/snakefruit seeds contains nutrients such as 0.7 g zat abu, 40.5 g zat air, 0.8 mg zat besi, 1667 mcg zat beta-karoten, 262 zat energi, 80 mg zat fosfor, 2.0 mg zat kalium, 60 mg zat kalsium, 51.1 g zat karbohidrat, 0 mcg zat karoten total, 5.4 g zat lemak, 10 mg zat natrium, 0 mg zat niasin, 2.3 g zat protein, 0 mcg zat retinol, 1.00 mg zat riboflavin, 2.0 mg zat seng, 8.0 g zat serat, 0.60 mg zat tembaga, 0.10 mg zat thiamin dan 10 mg zat vitamin c. 
BP023|Sago porridge|Sago porridge contains nutrients such as 0.3 g zat abu, 62.5 g zat air, 0.1 mg zat besi, 0 mcg zat beta-karoten, 167 zat energi, 3 mg zat fosfor, 0.0 mg zat kalium, 3 mg zat kalsium, 33.0 g zat karbohidrat, 0 mcg zat karoten total, 4.0 g zat lemak, 7 mg zat natrium, 0.1 mg zat niasin, 0.2 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0.1 mg zat seng, 0 g zat serat, 0.10 mg zat tembaga, 9.00 mg zat thiamin dan 0 mg zat vitamin c. 
BP024|Cassavastick|Cassavastick contains nutrients such as 2.7 g zat abu, 5.6 g zat air, 7.5 mg zat besi, 0 mcg zat beta-karoten, 460 zat energi, 58 mg zat fosfor, 0 mg zat kalium, 144 mg zat kalsium, 17.2 g zat karbohidrat, 107 mcg zat karoten total, 18.7 g zat lemak, 0 mg zat natrium, 0.1 mg zat niasin, 0.8 g zat protein, 0 mcg zat retinol, 0.07 mg zat riboflavin, 0 mg zat seng, 1.6 g zat serat, 0 mg zat tembaga, 0.19 mg zat thiamin dan 0 mg zat vitamin c. 
BP025|Cassava ceriping getuk|Cassava ceriping getuk contains nutrients such as 3.2 g zat abu, 7.2 g zat air, 8.8 mg zat besi, 0 mcg zat beta-karoten, 462 zat energi, 172 mg zat fosfor, 0 mg zat kalium, 1248 mg zat kalsium, 67.7 g zat karbohidrat, 152 mcg zat karoten total, 20.7 g zat lemak, 0 mg zat natrium, 0.5 mg zat niasin, 1.2 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0 mg zat seng, 0.6 g zat serat, 0 mg zat tembaga, 0.29 mg zat thiamin dan 0 mg zat vitamin c. 
