FOOD_CODE|Name|Group|Type
DR041|Vietnamese coriander leaves, fresh|Vegetables|Raw
DR042|Indian mustard leaves, fresh|Vegetables|Raw
DR043|Koro leaves, fresh|Vegetables|Raw
DR044|Cabbage leaves, fresh|Vegetables|Raw
DR045|Hyacinth bean leaves, fresh|Vegetables|Raw
DR046|Chayote leaves, fresh|Vegetables|Raw
DR047|Pumpkin leaves, fresh|Vegetables|Raw
DR048|White leadtree leaves, fresh|Vegetables|Raw
DR049|Leilem leaves, fresh|Vegetables|Raw
DR050|American black nightshade leaves, fresh|Vegetables|Raw
DR051|Radish leaves, fresh|Vegetables|Raw
DR052|Taro leaves, fresh|Vegetables|Raw
DR053|Shield aralia leaves, fresh|Vegetables|Raw
DR054|Ambon matel leaves, fresh|Vegetables|Raw
DR055|Bago leaves, fresh|Vegetables|Raw
DR056|Indian mulberry leaves, fresh|Vegetables|Raw
DR057|Ndusuk leaves, fresh|Vegetables|Raw
DR058|Angled loofah leaves, fresh|Vegetables|Raw
DR059|Fern leaves, fresh|Vegetables|Raw
DR060|Longgiho fern leaves, fresh|Vegetables|Raw
DR061|Wambateu fern leaves, fresh|Vegetables|Raw
DR062|Vegetable fern, fresh|Vegetables|Raw
DR063|Football fruit leaves, fresh|Vegetables|Raw
DR064|Bitter melon leaves, fresh|Vegetables|Raw
DR065|Papaya leaves, fresh|Vegetables|Raw
DR066|Pilea leaves, fresh|Vegetables|Raw
DR067|Basil leaves, fresh|Vegetables|Raw
DR068|Water clover leaves, fresh|Vegetables|Raw
DR069|Dillenia leaves, fresh|Vegetables|Raw
DR070|Singkil leaves, fresh|Vegetables|Raw
DR071|Cassava leaves,fresh|Vegetables|Raw
DR072|Ambon cassave leaves, fresh|Vegetables|Raw
DR073|Ampenan cassava leaves, fresh|Vegetables|Raw
DR074|Kopang cassava leaves, fresh|Vegetables|Raw
DR075|Tropical burnweed leaves, fresh|Vegetables|Raw
DR076|Taro leaves, fresh|Vegetables|Raw
DR077|Water celery leaves, fresh|Vegetables|Raw
DR078|Yellow sweet potato leaves, fresh|Vegetables|Raw
DR079|Red sweet potato leaves, fresh|Vegetables|Raw
DR080|White sweet potato leaves, fresh|Vegetables|Raw
DR081|Purple sweet potato leaves, fresh|Vegetables|Raw
DR082|Water hyacinth, fresh|Vegetables|Raw
DR083|Angled loofah, fresh|Vegetables|Raw
DR084|Yellow bur head, fresh|Vegetables|Raw
DR085|Maize, unripe, fresh|Vegetables|Raw
DR086|Encik mushroom|Vegetables|Raw
DR087|Wood ear, dried|Vegetables|Raw
DR088|Wood ear, fresh|Vegetables|Raw
DR089|Straw mushroom, fresh|Vegetables|Raw
DR090|Oyster mushroom, fresh|Vegetables|Raw
DR091|Sago mushroom|Vegetables|Raw
DR092|Banana, flower, fresh|Vegetables|Raw
DR093|Djenkol, fresh|Vegetables|Raw
DR094|Panicled Spot Flower|Vegetables|Raw
DR095|Indonesian kabau, fresh|Vegetables|Raw
DR096|Mecca bean, peas, fresh|Vegetables|Raw
DR097|Yardlong bean, fresh|Vegetables|Raw
DR098|Ranti peas beans|Vegetables|Raw
DR099|Kalakai, fresh|Vegetables|Raw
DR100|Water spinach|Vegetables|Raw
DR101|Tondano water spinach|Vegetables|Raw
DR102|Edible-podded pea, unripe, fresh|Vegetables|Raw
DR103|Bitter gourd|Vegetables|Raw
DR104|Winged bean, unripe, fresh|Vegetables|Raw
DR105|Torch ginger, fresh|Vegetables|Raw
DR106|Breadfruit, fresh|Vegetables|Raw
DR107|Vegetable-hummingbird flower, fresh|Vegetables|Raw
DR108|Little hogweed, fresh|Vegetables|Raw
DR109|Cucumber, fresh|Vegetables|Raw
DR110|Cucumber (krai), fresh|Vegetables|Raw
DR111|Madura cucumber, fresh|Vegetables|Raw
DR112|Hyacinth bean|Vegetables|Raw
DR113|Cauli flower, fresh|Vegetables|Raw
DR114|Red cabbage, cabbage|Vegetables|Raw
DR115|Koro crackers, pods|Vegetables|Raw
DR116|Hyacinth bean, seeds, dried|Vegetables|Raw
DR117|Garlic chieves, fresh|Vegetables|Raw
DR118|Garlic chieves, unripe, fresh|Vegetables|Raw
DR119|Bago rind, fresh|Vegetables|Raw
DR120|Wax gourd, fresh|Vegetables|Raw
DR121|Calabash, fresh|Vegetables|Raw
DR122|Pumpkin, yellow, fresh|Vegetables|Raw
DR123|Chayote, fresh|Vegetables|Raw
DR124|Squash, fresh|Vegetables|Raw
DR125|Lantar, fresh|Vegetables|Raw
DR126|Radish, fresh|Vegetables|Raw
DR127|Black nighshade, fresh|Vegetables|Raw
DR128|Bago, fresh|Vegetables|Raw
DR129|Mustard Greens|Vegetables|Raw
DR130|Jackfruit, unripe, fresh|Vegetables|Raw
DR131|White bitter melon, fresh|Vegetables|Raw
DR132|Snake gourd, fresh|Vegetables|Raw
DR133|Papaya, unripe, fresh|Vegetables|Raw
DR134|Bitter (petai) bean, fresh|Vegetables|Raw
DR135|Parsley, fresh|Vegetables|Raw
DR136|Black nighshade leaves, fresh|Vegetables|Raw
DR137|Shameplant|Vegetables|Raw
DR138|Bamboo shoot, fresh|Vegetables|Raw
DR139|Turkey berry, fresh|Vegetables|Raw
DR140|Seaweed|Vegetables|Raw
DR141|Mustard greens, fresh|Vegetables|Raw
DR142|Napa cabbage, fresh|Vegetables|Raw
DR143|Taiwan mustard greens, fresh|Vegetables|Raw
DR144|Mustard greens, fresh|Vegetables|Raw
DR145|Lettuce, fresh|Vegetables|Raw
DR146|Watercress, fresh|Vegetables|Raw
DR147|Celery, fresh|Vegetables|Raw
DR148|Bean sprouts, fresh|Vegetables|Raw
DR149|Sprouts of soybean, fresh|Vegetables|Raw
DR150|Sprouts of blackeyed pea, fresh|Vegetables|Raw
DR151|Ratoon sugarcane, fresh|Vegetables|Raw
DR152|Pea eggplants, fresh|Vegetables|Raw
DR153|Pea eggplants, dried|Vegetables|Raw
DR154|Eggplant, fresh|Vegetables|Raw
DR155|Sour eggplant, fresh|Vegetables|Raw
DR156|Dutch eggplant, fresh|Vegetables|Raw
DR157|Bengkulu eggplant, fresh|Vegetables|Raw
DR158|Hintaro eggplant, fresh|Vegetables|Raw
DR159|Long eggplant|Vegetables|Raw
DR160|Tomato, juice, fresh|Vegetables|Raw
DR161|Red tomato, fresh|Vegetables|Raw
DR162|Green tomato, fresh|Vegetables|Raw
DR163|Uceng/ bago flower, fresh|Vegetables|Raw
DR164|Coconut umbut, fresh|Vegetables|Raw
DR165|Rattan, unripe shoot|Vegetables|Raw
DR166|Carrot, fresh|Vegetables|Raw
EP001|Barongko|Fruits|Processed/Products
EP002|Pineapple dodol|Fruits|Processed/Products
EP003|Getuk pisang|Fruits|Processed/Products
EP004|Lampung cracker|Fruits|Processed/Products
EP005|Ledre pisang|Fruits|Processed/Products
EP006|Lempog durian|Fruits|Processed/Products
EP007|Loka anjoro|Fruits|Processed/Products
EP008|Rica-rica taipa|Fruits|Processed/Products
EP009|Rujak aceh|Fruits|Processed/Products
EP010|Dried persimmon|Fruits|Processed/Products
EP011|Dried banana|Fruits|Processed/Products
EP012|Dried banana, cilacap|Fruits|Processed/Products
EP013|Sanggara belanda|Fruits|Processed/Products
EP014|Banana flour|Fruits|Processed/Products
EP015|Breadfruit flour|Fruits|Processed/Products
ER001|Avocado, fresh|Fruits|Raw
ER002|Wild grape, fresh|Fruits|Raw
ER003|Malang apple, fresh|Fruits|Raw
ER004|Apple, fresh|Fruits|Raw
ER005|Raspberry, fresh|Fruits|Raw
ER006|Starfruit, fresh|Fruits|Raw
ER007|Loquat, fresh|Fruits|Raw
ER008|Parinari, fresh|Fruits|Raw
ER009|Kelenting fruit, fresh|Fruits|Raw
ER010|Indian jujube, fresh|Fruits|Raw
ER011|Velvet apple, fresh|Fruits|Raw
ER012|Red dragon fruit, fresh|Fruits|Raw
ER013|White dragon fruit, fresh|Fruits|Raw
ER014|Passion fruit, fresh|Fruits|Raw
ER015|Wild sweetsop, fresh|Fruits|Raw
ER016|Asam paya, fresh|Fruits|Raw
ER017|Indian plum, fresh|Fruits|Raw
ER018|Ruruhi fruit (Syzygium polycephalum Merr), fresh|Fruits|Raw
ER019|Tuppa fruit, fresh|Fruits|Raw
ER020|Papaya, fresh|Fruits|Raw
ER021|Cempedak (Artocarpus integer), fresh|Fruits|Raw
ER022|Langsat, fresh|Fruits|Raw
ER023|Durian, fresh|Fruits|Raw
ER024|Java plum, fresh|Fruits|Raw
ER025|Saipan mango, fresh|Fruits|Raw
ER026|Tamarillo, fresh|Fruits|Raw
ER027|Granadilla, fresh|Fruits|Raw
ER028|Ripe plum mango|Fruits|Raw
ER029|Tahitian chestnut, fresh|Fruits|Raw
ER030|Water apple, fresh|Fruits|Raw
ER031|Guava|Fruits|Raw
ER032|Common guava|Fruits|Raw
ER033|Malay apple, fresh|Fruits|Raw
ER034|Cashew apple, fresh|Fruits|Raw
ER035|Pomelo, fresh|Fruits|Raw
ER036|Tangerine, fresh|Fruits|Raw
ER037|Mandarin orange|Fruits|Raw
ER038|Calamansi, fresh|Fruits|Raw
ER039|Sweet orange, fresh|Fruits|Raw
ER040|Lime, fresh|Fruits|Raw
ER041|Ragi orange, fresh|Fruits|Raw
ER042|Wood apple, fresh|Fruits|Raw
ER043|Ripe ambarella, fresh|Fruits|Raw
ER044|Unripe ambarella, fresh|Fruits|Raw
ER045|Woromo, dried|Fruits|Raw
ER046|Young coconut, meat, fresh|Fruits|Raw
ER047|Kemang, fresh|Fruits|Raw
ER048|Persimmon, fresh|Fruits|Raw
ER049|Langsat, fresh|Fruits|Raw
ER050|Manila tamarind, fresh|Fruits|Raw
ER051|Langsat, fresh|Fruits|Raw
ER052|Lemon, fresh|Fruits|Raw
ER053|Ice apple, fresh|Fruits|Raw
ER054|Mango, fresh|Fruits|Raw
ER055|Brazilian mango, fresh|Fruits|Raw
ER056|Gedung mango, fresh|Fruits|Raw
ER057|Cedar bay mango, fresh|Fruits|Raw
ER058|Harumanis/arumanis mango,fresh|Fruits|Raw
ER059|Indramayu mango, fresh|Fruits|Raw
ER060|Kopek mango,fresh|Fruits|Raw
ER061|Kweni mango, fresh|Fruits|Raw
ER062|Manalagi mango, fresh|Fruits|Raw
ER063|Unripe mango, fresh|Fruits|Raw
ER064|Mangosteen, fresh|Fruits|Raw
ER065|Granadilla, fresh|Fruits|Raw
ER066|Matoa, fresh|Fruits|Raw
ER067|Melon, fresh|Fruits|Raw
ER068|Menteng, fresh|Fruits|Raw
ER069|Palembang pineapple, fresh|Fruits|Raw
ER070|Pineapple, fresh|Fruits|Raw
ER071|Tree-ripe jackfruit, fresh|Fruits|Raw
ER072|Nutmeg, meat, fresh|Fruits|Raw
ER073|Papaya, fresh|Fruits|Raw
ER074|Ambon banana, fresh|Fruits|Raw
ER075|Angleng banana (ampyang banana), fresh|Fruits|Raw
ER076|Ayam banana, fresh|Fruits|Raw
ER077|Gapi banana, fresh|Fruits|Raw
ER078|Goroho banana, fresh|Fruits|Raw
ER079|Green Banana,  fresh|Fruits|Raw
ER080|Cooking plantain, fresh|Fruits|Raw
ER081|Saba banana, fresh|Fruits|Raw
ER082|Ketip banana, fresh|Fruits|Raw
ER083|Red banana, fresh|Fruits|Raw
ER084|Senorita banana, fresh|Fruits|Raw
ER085|Mas bali ampenan banana, fresh|Fruits|Raw
ER086|Mas bali kopang banana, fresh|Fruits|Raw
ER087|Lady finger banana, fresh|Fruits|Raw
ER088|Latundan banana, fresh|Fruits|Raw
ER089|Plantain, fresh|Fruits|Raw
ER090|Rattan banana, fresh|Fruits|Raw
ER091|Taro banana, fresh|Fruits|Raw
ER092|Tujuh bulan banana|Fruits|Raw
ER093|Ua banana, fresh|Fruits|Raw
ER094|Uli banana, fresh|Fruits|Raw
ER095|Keffir lime, fresh|Fruits|Raw
ER096|Rambutan binjai, fresh|Fruits|Raw
ER097|Rambutan, fresh|Fruits|Raw
ER098|Salak bali, fresh|Fruits|Raw
ER099|Salak medan, fresh|Fruits|Raw
ER100|Salak pondoh, fresh|Fruits|Raw
ER101|Salak (snake fruit), fresh|Fruits|Raw
ER102|Star apple, fresh|Fruits|Raw
ER103|Caqui, fresh|Fruits|Raw
ER104|Sapodilla, fresh|Fruits|Raw
ER105|Watermelon, fresh|Fruits|Raw
ER106|Soursop, fresh|Fruits|Raw
ER107|Sowa, fresh|Fruits|Raw
ER108|Sugar apple, fresh|Fruits|Raw
ER109|Unripe breadfruit, fresh|Fruits|Raw
ER110|Ripe breadfruit, fresh|Fruits|Raw
ER111|Vigus, fresh|Fruits|Raw
ER112|Wani, fresh|Fruits|Raw
FP001|Chicken, gizzard, fried|Meat and Poultry|Processed/Products
FP002|Chicken, intestine, fried|Meat and Poultry|Processed/Products
FP003|Duck, meat, fried|Meat and Poultry|Processed/Products
FP004|Crocodile, meat, jerked meat, raw|Meat and Poultry|Processed/Products
FP005|Ham|Meat and Poultry|Processed/Products
FP006|Duck (alabio), meat, jerked meat, raw|Meat and Poultry|Processed/Products
FP007|Kerupuk urat|Meat and Poultry|Processed/Products
FP008|Menjangan, meat, jerked meat, raw|Meat and Poultry|Processed/Products
FP009|Pigeon, meat, fried|Meat and Poultry|Processed/Products
FP010|Deer, meat, jerked meat, raw|Meat and Poultry|Processed/Products
FP011|Beef, shredded|Meat and Poultry|Processed/Products
FP012|Beef, shredded, original|Meat and Poultry|Processed/Products
FP013|Beef, meat, smoked|Meat and Poultry|Processed/Products
FP014|Beef, meat, jerked meat, raw|Meat and Poultry|Processed/Products
FP015|Beef, meat, corned|Meat and Poultry|Processed/Products
FP016|Beef, meat, worst|Meat and Poultry|Processed/Products
FP017|Beef, liverworst|Meat and Poultry|Processed/Products
FP018|Beef, lung, jerked meat, raw|Meat and Poultry|Processed/Products
FP019|Beef, lung, fried|Meat and Poultry|Processed/Products
FP020|Sago caterpillar, roasted|Meat and Poultry|Processed/Products
FP021|Church's texas fried chicken, breast|Meat and Poultry|Processed/Products
FP022|Church's texas fried chicken, thigh|Meat and Poultry|Processed/Products
FP023|Church's texas fried chicken, wings|Meat and Poultry|Processed/Products
FP024|Kalasan fried chicken, thigh|Meat and Poultry|Processed/Products
FP025|Kentucky fried chicken, breast|Meat and Poultry|Processed/Products
FP026|Kentucky fried chicken, thigh|Meat and Poultry|Processed/Products
FP027|Kentucky fried chicken, wings|Meat and Poultry|Processed/Products
FP028|Mbok Berek Fried chicken, breast|Meat and Poultry|Processed/Products
FP029|Pasundan fried chicken, breast|Meat and Poultry|Processed/Products
FP030|Pasundan fried chicken, thigh|Meat and Poultry|Processed/Products
FP031|Pioneer fried chicken, breast|Meat and Poultry|Processed/Products
FP032|Sukabumi fried chicken, breast|Meat and Poultry|Processed/Products
FP033|Sukabumi fried chicken, thigh|Meat and Poultry|Processed/Products
FP034|Taliwang chicken, dish|Meat and Poultry|Processed/Products
FP035|Wild boar rica, dish|Meat and Poultry|Processed/Products
FP036|Beef burger|Meat and Poultry|Processed/Products
FP037|Beef teriyaki, dish|Meat and Poultry|Processed/Products
FP038|Beef yakiniku, dish|Meat and Poultry|Processed/Products
FP039|Brongkos|Meat and Poultry|Processed/Products
FP040|Bulgogi, dish|Meat and Poultry|Processed/Products
FP041|Chicken teriyaki, dish|Meat and Poultry|Processed/Products
FP042|Chikiniku, dish|Meat and Poultry|Processed/Products
FP043|Coto mangkasara, horse, dish|Meat and Poultry|Processed/Products
FP044|Coto mangkasara, beef, dish|Meat and Poultry|Processed/Products
FP045|Djibokum, dish|Meat and Poultry|Processed/Products
FP046|Empal (meat), Fried, dish|Meat and Poultry|Processed/Products
FP047|Goat curry|Meat and Poultry|Processed/Products
FP048|Jangang bintatoeng, dish|Meat and Poultry|Processed/Products
FP049|Kalio chicken, dish|Meat and Poultry|Processed/Products
FP050|Kalio offal, dish|Meat and Poultry|Processed/Products
FP051|Kalio kikil (tunjang), dish|Meat and Poultry|Processed/Products
FP052|Kalio brain, dish|Meat and Poultry|Processed/Products
FP053|Pork Lawar, dish|Meat and Poultry|Processed/Products
FP054|Turtle Lawar, dish|Meat and Poultry|Processed/Products
FP055|Lawara jangang, dish|Meat and Poultry|Processed/Products
FP056|Naan maran cow, dish|Meat and Poultry|Processed/Products
FP057|Nasu likku, dish|Meat and Poultry|Processed/Products
FP058|Oramu ninahu ndawa olaho, dish|Meat and Poultry|Processed/Products
FP059|Paniki cooked with coconut milk, dish|Meat and Poultry|Processed/Products
FP060|Pelolah manuk, dish|Meat and Poultry|Processed/Products
FP061|Rawon, dish|Meat and Poultry|Processed/Products
FP062|Beef Rendang, dish|Meat and Poultry|Processed/Products
FP063|RW, dog, dish|Meat and Poultry|Processed/Products
FP064|Satay, turtle, dish|Meat and Poultry|Processed/Products
FP065|Pusut satay, dish|Meat and Poultry|Processed/Products
FP066|Penyu, serapah, masakan|Meat and Poultry|Processed/Products
FP067|Sie reuboh, dish|Meat and Poultry|Processed/Products
FP068|Oxtail soup, dish|Meat and Poultry|Processed/Products
FP069|Beef soup, dish|Meat and Poultry|Processed/Products
FP070|Beef leg soup, dish|Meat and Poultry|Processed/Products
FP071|Goat soup, dish|Meat and Poultry|Processed/Products
FP072|Konro soup, dish|Meat and Poultry|Processed/Products
FP073|Saudara soup, dish|Meat and Poultry|Processed/Products
FP074|Soto bandung, dish|Meat and Poultry|Processed/Products
FP075|Soto banjar, dish|Meat and Poultry|Processed/Products
FP076|Soto betawi, dish|Meat and Poultry|Processed/Products
FP077|Offal soto, dish|Meat and Poultry|Processed/Products
FP078|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP079|Soto madura, dish|Meat and Poultry|Processed/Products
FP080|Soto padang, dish|Meat and Poultry|Processed/Products
FP081|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP082|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP083|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP084|Soto sulung, dish|Meat and Poultry|Processed/Products
FP085|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP086|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP087|Rat rica, dish|Meat and Poultry|Processed/Products
FP088|Tinoransa, dish|Meat and Poultry|Processed/Products
FR001|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR002|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR003|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR004|Goose, meat, fresh|Meat and Poultry|Raw
FR005|Chicken, meat, fresh|Meat and Poultry|Raw
FR006|Chicken, black pudding/blood, fresh|Meat and Poultry|Raw
FR007|Chicken, liver, fresh|Meat and Poultry|Raw
FR008|Pork, meat, fat, fresh|Meat and Poultry|Raw
FR009|Pork, meat, lean, fresh|Meat and Poultry|Raw
FR010|Pork, kidney, fresh|Meat and Poultry|Raw
FR011|Pork, liver, fresh|Meat and Poultry|Raw
FR012|Duck, meat, fresh|Meat and Poultry|Raw
FR013|Duck (alabio), meat, fresh|Meat and Poultry|Raw
FR014|Whistling duck, meat, fresh|Meat and Poultry|Raw
FR015|Birds, nests, fresh|Meat and Poultry|Raw
FR016|Lamb, meat, fat, fresh|Meat and Poultry|Raw
FR017|Lamb, meat, lean, fresh|Meat and Poultry|Raw
FR018|Lamb, kidney, fresh|Meat and Poultry|Raw
FR019|Goat, meat, fresh|Meat and Poultry|Raw
FR020|Rabbit, meat, fresh|Meat and Poultry|Raw
FR021|Buffalo, meat, fresh|Meat and Poultry|Raw
FR022|Horse, meat, fresh|Meat and Poultry|Raw
FR023|Beef, tripe (babat), fresh|Meat and Poultry|Raw
FR024|Beef, meat, fat, fresh|Meat and Poultry|Raw
FR025|Beef, meat, laen, fresh|Meat and Poultry|Raw
FR026|Beef, meat, medium fat, fresh|Meat and Poultry|Raw
FR027|Beef, offal, fresh|Meat and Poultry|Raw
FR028|Beef, black pudding/ blood|Meat and Poultry|Raw
FR029|Beef, kidney, fresh|Meat and Poultry|Raw
FR030|Beef, tripe, fresh|Meat and Poultry|Raw
FR031|Beef, liver, fresh|Meat and Poultry|Raw
FR032|Beef, brain, fresh|Meat and Poultry|Raw
FR033|Beef, intestine, fresh|Meat and Poultry|Raw
FR034|Sago caterpillar, fresh|Meat and Poultry|Raw
GP001|Snail, jerky, raw|Fish and Other Seafood|Processed/Products
GP002|Eel, fried|Fish and Other Seafood|Processed/Products
GP003|Squid, fried|Fish and Other Seafood|Processed/Products
GP004|Salted fish, dried|Fish and Other Seafood|Processed/Products
GP005|Presto milkfish, dish|Fish and Other Seafood|Processed/Products
GP006|Hemibagrus catfish, grilled|Fish and Other Seafood|Processed/Products
GP007|Grilled Indonesian featherback|Fish and Other Seafood|Processed/Products
GP008|Smoked skipjack tuna, raw|Fish and Other Seafood|Processed/Products
GP009|Salted skipjack tuna, raw|Fish and Other Seafood|Processed/Products
GP010|Ikan peda, raw|Fish and Other Seafood|Processed/Products
GP011|Smoked snakehead murrel, raw|Fish and Other Seafood|Processed/Products
GP012|Snakehead murrel, dried|Fish and Other Seafood|Processed/Products
GP013|Ikan gete, fried|Fish and Other Seafood|Processed/Products
GP014|Shark, fish, dried|Fish and Other Seafood|Processed/Products
GP015|Green snapper, salted|Fish and Other Seafood|Processed/Products
GP016|Keumamah, dried|Fish and Other Seafood|Processed/Products
GP017|Grilled catfish|Fish and Other Seafood|Processed/Products
GP018|Salted lomak, raw|Fish and Other Seafood|Processed/Products
GP019|Pepes carp|Fish and Other Seafood|Processed/Products
GP020|Fried tilapia|Fish and Other Seafood|Processed/Products
GP021|pepes tilapia|Fish and Other Seafood|Processed/Products
GP022|Tilapia, jerky, raw|Fish and Other Seafood|Processed/Products
GP023|The climbing perch, grilled|Fish and Other Seafood|Processed/Products
GP024|Pangasius, grilled|Fish and Other Seafood|Processed/Products
GP025|Banjar peda fish, mentah|Fish and Other Seafood|Processed/Products
GP026|Ponyfish, raw|Fish and Other Seafood|Processed/Products
GP027|Pindang banjar fish, raw|Fish and Other Seafood|Processed/Products
GP028|Ikan pindang benggol, raw|Fish and Other Seafood|Processed/Products
GP029|Pindang Indian scad, raw|Fish and Other Seafood|Processed/Products
GP030|Pindang blackbanded trevally, raw|Fish and Other Seafood|Processed/Products
GP031|Smoked catfish, raw|Fish and Other Seafood|Processed/Products
GP032|Seluang fish, dried, raw|Fish and Other Seafood|Processed/Products
GP033|Hara fish, dish|Fish and Other Seafood|Processed/Products
GP034|Blackbanded trevally, cue, raw|Fish and Other Seafood|Processed/Products
GP035|Yellowstripe scad, dried, raw|Fish and Other Seafood|Processed/Products
GP036|Snakeskin gourami, dried, raw|Fish and Other Seafood|Processed/Products
GP037|Leopard coral grouper, salted, raw|Fish and Other Seafood|Processed/Products
GP038|Fish, ground, raw|Fish and Other Seafood|Processed/Products
GP039|Baby anchovies, dried, raw|Fish and Other Seafood|Processed/Products
GP040|Anchovy, ground, raw|Fish and Other Seafood|Processed/Products
GP041|Anchovy, dried, raw|Fish and Other Seafood|Processed/Products
GP042|Anchovy, dried, unsalted, raw|Fish and Other Seafood|Processed/Products
GP043|Anchovy, ground, raw|Fish and Other Seafood|Processed/Products
GP044|Clam, smoked, raw|Fish and Other Seafood|Processed/Products
GP045|Clam, jerky, raw|Fish and Other Seafood|Processed/Products
GP046|Small shrimp (Acetes), dried, raw|Fish and Other Seafood|Processed/Products
GP047|Rebung laut, raw|Fish and Other Seafood|Processed/Products
GP048|Rusip|Fish and Other Seafood|Processed/Products
GP049|Canned sardine|Fish and Other Seafood|Processed/Products
GP050|Sea cucumber, jerky, raw|Fish and Other Seafood|Processed/Products
GP051|Dried shrimp, raw|Fish and Other Seafood|Processed/Products
GP052|Small shrimp, raw|Fish and Other Seafood|Processed/Products
GP053|Shreded snakehead murrel|Fish and Other Seafood|Processed/Products
GP054|Shredded fish|Fish and Other Seafood|Processed/Products
GP055|Betok wadi, dish|Fish and Other Seafood|Processed/Products
GP056|Bou ninahu ndamate, dish|Fish and Other Seafood|Processed/Products
GP057|Bouiki ninahu nggaluku, dish|Fish and Other Seafood|Processed/Products
GP058|Smoked skipjack tuna (papua smoked)|Fish and Other Seafood|Processed/Products
GP059|Eel jerky, fried|Fish and Other Seafood|Processed/Products
GP060|Tilapia jerky, fried|Fish and Other Seafood|Processed/Products
GP061|Fillet o-fish|Fish and Other Seafood|Processed/Products
GP062|Sour soup gete, dish|Fish and Other Seafood|Processed/Products
GP063|Gulai asam keueung, dish|Fish and Other Seafood|Processed/Products
GP064|Gulai ikan paya, dish|Fish and Other Seafood|Processed/Products
GP065|Fish gulai, dish|Fish and Other Seafood|Processed/Products
GP066|Gulai keumamah, dish|Fish and Other Seafood|Processed/Products
GP067|Oyster gulai, dish|Fish and Other Seafood|Processed/Products
GP068|Sweet sour gourami, dish|Fish and Other Seafood|Processed/Products
GP069|Red smoked fish, dish|Fish and Other Seafood|Processed/Products
GP070|Fried pangasius|Fish and Other Seafood|Processed/Products
GP071|Jukku pallu kaloa, dish|Fish and Other Seafood|Processed/Products
GP072|Kaholeo, dish|Fish and Other Seafood|Processed/Products
GP073|Lawara penjah, dish|Fish and Other Seafood|Processed/Products
GP074|Model, dish|Fish and Other Seafood|Processed/Products
GP075|Yellow pickled tilapia, dish|Fish and Other Seafood|Processed/Products
GP076|Parede baleh, dish|Fish and Other Seafood|Processed/Products
GP077|Pempek adaan (fish ball)|Fish and Other Seafood|Processed/Products
GP078|Featherback pempek|Fish and Other Seafood|Processed/Products
GP079|Pempek kapal selam|Fish and Other Seafood|Processed/Products
GP080|Pempek kelesan|Fish and Other Seafood|Processed/Products
GP081|Skin pempek|Fish and Other Seafood|Processed/Products
GP082|Egg pempek|Fish and Other Seafood|Processed/Products
GP083|Spanish mackerel pempek|Fish and Other Seafood|Processed/Products
GP084|Catfish pencok, dish|Fish and Other Seafood|Processed/Products
GP085|Pinda, dish|Fish and Other Seafood|Processed/Products
GP086|Pindang kenari, dish|Fish and Other Seafood|Processed/Products
GP087|Octopus saboko, dish|Fish and Other Seafood|Processed/Products
GP088|Saboko saltan, dish|Fish and Other Seafood|Processed/Products
GP089|Sardine saboko, dish|Fish and Other Seafood|Processed/Products
GP090|Skewered milkfish|Fish and Other Seafood|Processed/Products
GP091|Sepi, dish|Fish and Other Seafood|Processed/Products
GP092|Tekwan|Fish and Other Seafood|Processed/Products
GP093|Balado anchovy, dish|Fish and Other Seafood|Processed/Products
GP094|Stir-fried milkfish|Fish and Other Seafood|Processed/Products
GP095|Stir-fried keumamah|Fish and Other Seafood|Processed/Products
GR001|Java barb, fresh|Fish and Other Seafood|Raw
GR002|Maroon clownfish, fresh|Fish and Other Seafood|Raw
GR003|Blackfin snapper, fresh|Fish and Other Seafood|Raw
GR004|Milkfish, fresh|Fish and Other Seafood|Raw
GR005|Chub mackerel, fresh|Fish and Other Seafood|Raw
GR006|Streaked spinefoot, fresh|Fish and Other Seafood|Raw
GR007|Seluang fish, fresh|Fish and Other Seafood|Raw
GR008|Hemibagrus catfish, fresh|Fish and Other Seafood|Raw
GR009|Silver pomfret, fresh|Fish and Other Seafood|Raw
GR010|Indonesian featherback, fresh|Fish and Other Seafood|Raw
GR011|Asian swamp eel, fresh|Fish and Other Seafood|Raw
GR012|Eel, saltwater, fresh|Fish and Other Seafood|Raw
GR013|Spotted barb, fresh|Fish and Other Seafood|Raw
GR014|Kissing gourami, fresh|Fish and Other Seafood|Raw
GR015|Cyprinid fish, fresh|Fish and Other Seafood|Raw
GR016|Giant trevally, fresh|Fish and Other Seafood|Raw
GR017|Herring, fresh|Fish and Other Seafood|Raw
GR018|Skipjack tuna, fresh|Fish and Other Seafood|Raw
GR019|Skipjack tuna, liver, fresh|Fish and Other Seafood|Raw
GR020|Skipjack tuna, heart, fresh|Fish and Other Seafood|Raw
GR021|Skipjack tuna, stomach, fresh|Fish and Other Seafood|Raw
